"strain","stack","window","target","colocalizes","dataset"
"MKY3454","01","x384y187","Ent1","1","1"
"MKY3454","01","x562y798","Ent1","1","1"
"MKY3454","01","x618y695","Ent1","0","1"
"MKY3454","01","x806y635","Ent1","1","1"
"MKY3454","01","x851y534","Ent1","1","1"
"MKY3454","02","x120y456","Ent1","1","1"
"MKY3454","02","x238y135","Ent1","0","1"
"MKY3454","02","x591y60","Ent1","1","1"
"MKY3454","02","x964y542","Ent1","0","1"
"MKY3454","03","x114y451","Ent1","1","1"
"MKY3454","03","x1272y233","Ent1","1","1"
"MKY3454","03","x144y429","Ent1","1","1"
"MKY3454","03","x625y166","Ent1","1","1"
"MKY3454","03","x91y355","Ent1","1","1"
"MKY3454","04","x339y878","Ent1","1","1"
"MKY3454","04","x65y324","Ent1","1","1"
"MKY3454","04","x707y104","Ent1","1","1"
"MKY3454","05","x1097y655","Ent1","1","1"
"MKY3454","05","x1240y738","Ent1","1","1"
"MKY3454","05","x198y961","Ent1","1","1"
"MKY3454","05","x494y568","Ent1","1","1"
"MKY3454","05","x541y160","Ent1","1","1"
"MKY3454","05","x776y520","Ent1","1","1"
"MKY3454","05","x854y790","Ent1","1","1"
"MKY3454","06","x1191y850","Ent1","1","1"
"MKY3454","06","x1210y755","Ent1","1","1"
"MKY3454","06","x142y673","Ent1","1","1"
"MKY3454","06","x57y645","Ent1","1","1"
"MKY3454","07","x708y816","Ent1","1","1"
"MKY3454","08","x249y661","Ent1","1","1"
"MKY3454","08","x291y128","Ent1","1","1"
"MKY3454","08","x530y95","Ent1","1","1"
"MKY3454","09","x1243y408","Ent1","1","1"
"MKY3454","09","x728y810","Ent1","1","1"
"MKY3454","09","x854y189","Ent1","1","1"
"MKY3454","10","x1071y607","Ent1","1","1"
"MKY3454","10","x381y770","Ent1","1","1"
"MKY3454","10","x924y912","Ent1","1","1"
"MKY3454","10","x982y353","Ent1","1","1"
"MKY3454","11","x233y744","Ent1","1","1"
"MKY3454","11","x56y640","Ent1","1","1"
"MKY3454","11","x885y524","Ent1","1","1"
"MKY3454","12","x1090y410","Ent1","1","1"
"MKY3454","12","x480y496","Ent1","1","1"
"MKY3454","12","x496y222","Ent1","1","1"
"MKY3454","12","x626y381","Ent1","1","1"
"MKY3454","12","x892y864","Ent1","1","1"
"MKY3454","13","x1004y327","Ent1","1","1"
"MKY3454","13","x1008y728","Ent1","1","1"
"MKY3454","13","x1132y484","Ent1","1","1"
"MKY3454","13","x397y661","Ent1","1","1"
"MKY3454","13","x71y642","Ent1","1","1"
"MKY3454","13","x984y148","Ent1","1","1"
"MKY3454","14","x792y280","Ent1","1","1"
"MKY3454","15","x382y707","Ent1","1","1"
"MKY3454","15","x425y550","Ent1","1","1"
"MKY3471","01","x363y81","Syp1","1","1"
"MKY3471","01","x883y875","Syp1","1","1"
"MKY3471","01","x933y257","Syp1","1","1"
"MKY3471","02","x1088y152","Syp1","1","1"
"MKY3471","02","x644y198","Syp1","1","1"
"MKY3471","03","x1137y503","Syp1","1","1"
"MKY3471","03","x1286y411","Syp1","1","1"
"MKY3471","03","x15y595","Syp1","1","1"
"MKY3471","03","x872y897","Syp1","1","1"
"MKY3471","03","x887y243","Syp1","1","1"
"MKY3471","04","x1196y384","Syp1","1","1"
"MKY3471","04","x119y662","Syp1","1","1"
"MKY3471","04","x1226y521","Syp1","1","1"
"MKY3471","04","x1227y574","Syp1","1","1"
"MKY3471","04","x96y553","Syp1","1","1"
"MKY3471","05","x1011y628","Syp1","1","1"
"MKY3471","05","x1121y895","Syp1","1","1"
"MKY3471","05","x790y98","Syp1","1","1"
"MKY3471","05","x862y751","Syp1","1","1"
"MKY3471","06","x522y822","Syp1","1","1"
"MKY3471","06","x526y703","Syp1","1","1"
"MKY3471","06","x861y525","Syp1","1","1"
"MKY3471","07","x1114y237","Syp1","1","1"
"MKY3471","07","x272y655","Syp1","1","1"
"MKY3471","07","x86y446","Syp1","1","1"
"MKY3471","08","x357y372","Syp1","1","1"
"MKY3471","08","x407y655","Syp1","1","1"
"MKY3471","08","x450y367","Syp1","1","1"
"MKY3471","08","x879y834","Syp1","1","1"
"MKY3471","08","x924y587","Syp1","1","1"
"MKY3471","09","x0y21","Syp1","1","1"
"MKY3471","09","x109y812","Syp1","1","1"
"MKY3471","09","x1144y248","Syp1","1","1"
"MKY3471","09","x495y747","Syp1","1","1"
"MKY3471","09","x581y475","Syp1","1","1"
"MKY3471","09","x630y282","Syp1","1","1"
"MKY3471","10","x196y965","Syp1","1","1"
"MKY3471","11","x1219y755","Syp1","1","1"
"MKY3471","11","x580y439","Syp1","1","1"
"MKY3471","11","x711y779","Syp1","1","1"
"MKY3471","11","x96y792","Syp1","1","1"
"MKY3471","12","x1121y884","Syp1","1","1"
"MKY3471","12","x394y812","Syp1","1","1"
"MKY3471","12","x974y836","Syp1","1","1"
"MKY3471","12","x99y354","Syp1","1","1"
"MKY3471","13","x1117y664","Syp1","1","1"
"MKY3471","13","x40y538","Syp1","0","1"
"MKY3471","13","x760y858","Syp1","1","1"
"MKY3471","14","x365y534","Syp1","1","1"
"MKY3471","14","x399y721","Syp1","1","1"
"MKY3471","14","x826y525","Syp1","1","1"
"MKY3471","14","x891y200","Syp1","0","1"
"MKY3471","14","x95y382","Syp1","1","1"
"MKY3471","15","x574y106","Syp1","1","1"
"MKY3471","15","x705y444","Syp1","1","1"
"MKY3471","15","x75y93","Syp1","1","1"
"MKY3472","01","x109y189","Sla2","1","1"
"MKY3472","01","x1171y250","Sla2","1","1"
"MKY3472","01","x122y816","Sla2","1","1"
"MKY3472","02","x1013y459","Sla2","1","1"
"MKY3472","02","x1030y897","Sla2","1","1"
"MKY3472","02","x1207y518","Sla2","1","1"
"MKY3472","02","x267y116","Sla2","1","1"
"MKY3472","03","x133y809","Sla2","1","1"
"MKY3472","03","x744y321","Sla2","1","1"
"MKY3472","03","x838y949","Sla2","1","1"
"MKY3472","04","x1257y969","Sla2","1","1"
"MKY3472","04","x1274y750","Sla2","1","1"
"MKY3472","04","x177y66","Sla2","1","1"
"MKY3472","04","x980y818","Sla2","1","1"
"MKY3472","05","x1155y211","Sla2","1","1"
"MKY3472","05","x724y242","Sla2","1","1"
"MKY3472","05","x798y508","Sla2","1","1"
"MKY3472","06","x1046y338","Sla2","1","1"
"MKY3472","06","x1188y306","Sla2","1","1"
"MKY3472","06","x399y171","Sla2","1","1"
"MKY3472","06","x852y917","Sla2","1","1"
"MKY3472","07","x1047y805","Sla2","1","1"
"MKY3472","07","x1302y159","Sla2","1","1"
"MKY3472","07","x58y438","Sla2","1","1"
"MKY3472","07","x666y754","Sla2","1","1"
"MKY3472","08","x1002y301","Sla2","1","1"
"MKY3472","08","x1069y267","Sla2","1","1"
"MKY3472","08","x168y528","Sla2","1","1"
"MKY3472","08","x466y276","Sla2","1","1"
"MKY3472","09","x1003y171","Sla2","1","1"
"MKY3472","09","x1042y71","Sla2","1","1"
"MKY3472","09","x304y961","Sla2","1","1"
"MKY3472","09","x813y893","Sla2","1","1"
"MKY3472","10","x110y787","Sla2","1","1"
"MKY3472","10","x493y140","Sla2","1","1"
"MKY3472","10","x663y398","Sla2","1","1"
"MKY3472","10","x87y215","Sla2","1","1"
"MKY3472","11","x1093y692","Sla2","1","1"
"MKY3472","11","x1131y311","Sla2","1","1"
"MKY3472","11","x1246y973","Sla2","1","1"
"MKY3472","11","x137y654","Sla2","1","1"
"MKY3472","11","x344y770","Sla2","1","1"
"MKY3472","11","x816y206","Sla2","1","1"
"MKY3472","11","x880y574","Sla2","1","1"
"MKY3472","12","x1192y696","Sla2","1","1"
"MKY3472","12","x478y140","Sla2","1","1"
"MKY3472","12","x694y549","Sla2","1","1"
"MKY3472","13","x1092y273","Sla2","1","1"
"MKY3472","13","x1188y691","Sla2","1","1"
"MKY3472","13","x1242y587","Sla2","1","1"
"MKY3472","13","x227y454","Sla2","1","1"
"MKY3472","13","x276y879","Sla2","1","1"
"MKY3472","13","x446y254","Sla2","1","1"
"MKY3472","13","x983y311","Sla2","1","1"
"MKY3472","14","x1237y58","Sla2","1","1"
"MKY3472","14","x240y561","Sla2","1","1"
"MKY3472","14","x625y271","Sla2","1","1"
"MKY3472","14","x70y443","Sla2","1","1"
"MKY3472","14","x765y444","Sla2","1","1"
"MKY3472","15","x1005y226","Sla2","1","1"
"MKY3472","15","x1029y819","Sla2","1","1"
"MKY3472","15","x900y587","Sla2","1","1"
"MKY3483","01","x167y224","End3","1","1"
"MKY3483","01","x216y330","End3","1","1"
"MKY3483","01","x285y249","End3","1","1"
"MKY3483","02","x1132y209","End3","1","1"
"MKY3483","02","x121y736","End3","1","1"
"MKY3483","02","x347y305","End3","1","1"
"MKY3483","02","x810y772","End3","1","1"
"MKY3483","02","x813y153","End3","1","1"
"MKY3483","02","x935y922","End3","1","1"
"MKY3483","02","x949y826","End3","1","1"
"MKY3483","03","x576y273","End3","1","1"
"MKY3483","03","x57y644","End3","1","1"
"MKY3483","03","x757y740","End3","1","1"
"MKY3483","03","x847y731","End3","1","1"
"MKY3483","03","x97y380","End3","1","1"
"MKY3483","04","x1180y300","End3","1","1"
"MKY3483","04","x1304y491","End3","1","1"
"MKY3483","04","x370y208","End3","1","1"
"MKY3483","04","x486y75","End3","1","1"
"MKY3483","05","x1096y474","End3","1","1"
"MKY3483","05","x1236y289","End3","1","1"
"MKY3483","05","x668y264","End3","1","1"
"MKY3483","05","x905y535","End3","1","1"
"MKY3483","06","x1223y407","End3","1","1"
"MKY3483","06","x1288y168","End3","1","1"
"MKY3483","06","x33y691","End3","1","1"
"MKY3483","06","x564y319","End3","1","1"
"MKY3483","06","x819y381","End3","1","1"
"MKY3483","07","x1239y536","End3","1","1"
"MKY3483","07","x346y885","End3","1","1"
"MKY3483","07","x96y379","End3","1","1"
"MKY3483","08","x1112y222","End3","1","1"
"MKY3483","08","x1230y767","End3","1","1"
"MKY3483","08","x511y345","End3","1","1"
"MKY3483","08","x922y809","End3","1","1"
"MKY3483","09","x1275y418","End3","1","1"
"MKY3483","09","x722y950","End3","1","1"
"MKY3483","09","x827y457","End3","1","1"
"MKY3483","09","x891y262","End3","1","1"
"MKY3483","10","x1012y159","End3","1","1"
"MKY3483","10","x1216y640","End3","1","1"
"MKY3483","11","x1067y908","End3","1","1"
"MKY3483","11","x1091y486","End3","1","1"
"MKY3483","11","x224y527","End3","1","1"
"MKY3483","11","x290y586","End3","1","1"
"MKY3483","11","x305y703","End3","1","1"
"MKY3483","11","x918y429","End3","1","1"
"MKY3483","12","x1227y151","End3","1","1"
"MKY3483","12","x287y15","End3","1","1"
"MKY3483","12","x919y418","End3","1","1"
"MKY3483","13","x112y760","End3","1","1"
"MKY3483","13","x216y582","End3","1","1"
"MKY3483","13","x301y58","End3","1","1"
"MKY3483","13","x353y84","End3","1","1"
"MKY3483","13","x771y852","End3","1","1"
"MKY3483","14","x203y558","End3","1","1"
"MKY3483","14","x701y77","End3","1","1"
"MKY3483","14","x748y487","End3","1","1"
"MKY3483","14","x870y77","End3","1","1"
"MKY3483","15","x444y591","End3","1","1"
"MKY3483","15","x467y627","End3","1","1"
"MKY3483","15","x516y128","End3","1","1"
"MKY3483","15","x900y652","End3","1","1"
"MKY3496","01","x594y247","Pan1","1","1"
"MKY3496","01","x641y252","Pan1","1","1"
"MKY3496","01","x644y153","Pan1","1","1"
"MKY3496","01","x648y823","Pan1","1","1"
"MKY3496","01","x984y758","Pan1","1","1"
"MKY3496","02","x1099y490","Pan1","1","1"
"MKY3496","02","x1123y144","Pan1","1","1"
"MKY3496","02","x448y366","Pan1","1","1"
"MKY3496","02","x641y366","Pan1","1","1"
"MKY3496","02","x674y251","Pan1","1","1"
"MKY3496","02","x836y136","Pan1","1","1"
"MKY3496","02","x839y919","Pan1","1","1"
"MKY3496","02","x937y610","Pan1","1","1"
"MKY3496","03","x171y249","Pan1","1","1"
"MKY3496","03","x338y658","Pan1","1","1"
"MKY3496","03","x778y896","Pan1","1","1"
"MKY3496","04","x0y166","Pan1","1","1"
"MKY3496","04","x11y127","Pan1","1","1"
"MKY3496","04","x885y482","Pan1","1","1"
"MKY3496","04","x947y44","Pan1","1","1"
"MKY3496","05","x1073y839","Pan1","1","1"
"MKY3496","05","x1268y794","Pan1","1","1"
"MKY3496","05","x375y474","Pan1","1","1"
"MKY3496","05","x650y195","Pan1","1","1"
"MKY3496","06","x1119y847","Pan1","1","1"
"MKY3496","06","x111y76","Pan1","1","1"
"MKY3496","06","x140y188","Pan1","1","1"
"MKY3496","07","x1121y429","Pan1","1","1"
"MKY3496","07","x1278y535","Pan1","1","1"
"MKY3496","07","x412y666","Pan1","1","1"
"MKY3496","07","x977y381","Pan1","1","1"
"MKY3496","08","x134y210","Pan1","1","1"
"MKY3496","08","x221y402","Pan1","1","1"
"MKY3496","08","x232y911","Pan1","1","1"
"MKY3496","08","x267y501","Pan1","1","1"
"MKY3496","08","x33y381","Pan1","1","1"
"MKY3496","08","x548y618","Pan1","1","1"
"MKY3496","09","x191y945","Pan1","1","1"
"MKY3496","09","x438y796","Pan1","1","1"
"MKY3496","09","x491y924","Pan1","0","1"
"MKY3496","09","x903y579","Pan1","1","1"
"MKY3496","10","x1064y219","Pan1","1","1"
"MKY3496","10","x908y614","Pan1","1","1"
"MKY3496","11","x1031y933","Pan1","1","1"
"MKY3496","11","x446y29","Pan1","1","1"
"MKY3496","11","x96y350","Pan1","1","1"
"MKY3496","11","x999y595","Pan1","1","1"
"MKY3496","12","x1242y950","Pan1","1","1"
"MKY3496","12","x333y112","Pan1","1","1"
"MKY3496","12","x617y222","Pan1","1","1"
"MKY3496","12","x723y441","Pan1","1","1"
"MKY3496","12","x994y30","Pan1","1","1"
"MKY3496","13","x1050y615","Pan1","1","1"
"MKY3496","13","x222y749","Pan1","1","1"
"MKY3496","13","x318y870","Pan1","1","1"
"MKY3496","13","x335y957","Pan1","1","1"
"MKY3496","13","x401y116","Pan1","1","1"
"MKY3496","14","x1275y102","Pan1","1","1"
"MKY3496","14","x153y888","Pan1","1","1"
"MKY3496","14","x464y291","Pan1","1","1"
"MKY3496","14","x969y562","Pan1","0","1"
"MKY3496","15","x1111y852","Pan1","1","1"
"MKY3496","15","x1165y174","Pan1","1","1"
"MKY3496","15","x1271y664","Pan1","1","1"
"MKY3496","15","x194y478","Pan1","1","1"
"MKY3496","15","x45y601","Pan1","1","1"
"MKY3496","15","x528y730","Pan1","1","1"
"MKY3496","15","x719y809","Pan1","1","1"
"MKY0578","01","x1121y312","Sla1","1","1"
"MKY0578","01","x1166y362","Sla1","1","1"
"MKY0578","01","x461y659","Sla1","0","1"
"MKY0578","01","x785y111","Sla1","1","1"
"MKY0578","02","x116y76","Sla1","0","1"
"MKY0578","02","x651y984","Sla1","1","1"
"MKY0578","03","x1011y318","Sla1","1","1"
"MKY0578","03","x1036y18","Sla1","1","1"
"MKY0578","03","x268y763","Sla1","1","1"
"MKY0578","03","x425y970","Sla1","1","1"
"MKY0578","03","x489y839","Sla1","1","1"
"MKY0578","03","x72y671","Sla1","1","1"
"MKY0578","04","x440y159","Sla1","1","1"
"MKY0578","04","x519y709","Sla1","1","1"
"MKY0578","04","x556y595","Sla1","1","1"
"MKY0578","04","x684y894","Sla1","1","1"
"MKY0578","04","x909y185","Sla1","0","1"
"MKY0578","04","x959y133","Sla1","1","1"
"MKY0578","05","x173y14","Sla1","1","1"
"MKY0578","05","x626y791","Sla1","1","1"
"MKY0578","05","x671y221","Sla1","1","1"
"MKY0578","05","x750y62","Sla1","1","1"
"MKY0578","06","x1062y84","Sla1","1","1"
"MKY0578","06","x367y344","Sla1","1","1"
"MKY0578","06","x690y147","Sla1","1","1"
"MKY0578","06","x747y109","Sla1","1","1"
"MKY0578","06","x829y912","Sla1","1","1"
"MKY0578","06","x981y713","Sla1","1","1"
"MKY0578","07","x379y499","Sla1","1","1"
"MKY0578","07","x580y640","Sla1","1","1"
"MKY0578","07","x591y567","Sla1","1","1"
"MKY0578","07","x721y190","Sla1","1","1"
"MKY0578","07","x906y984","Sla1","1","1"
"MKY0578","08","x1157y455","Sla1","0","1"
"MKY0578","08","x129y189","Sla1","1","1"
"MKY0578","08","x475y887","Sla1","1","1"
"MKY0578","08","x858y457","Sla1","1","1"
"MKY0578","09","x1174y327","Sla1","1","1"
"MKY0578","09","x1259y410","Sla1","1","1"
"MKY0578","09","x235y86","Sla1","1","1"
"MKY0578","09","x74y344","Sla1","1","1"
"MKY0578","09","x934y304","Sla1","1","1"
"MKY0578","10","x1024y558","Sla1","1","1"
"MKY0578","10","x118y828","Sla1","1","1"
"MKY0578","10","x521y856","Sla1","1","1"
"MKY0578","10","x81y204","Sla1","1","1"
"MKY0578","10","x997y17","Sla1","1","1"
"MKY0578","11","x33y868","Sla1","1","1"
"MKY0578","11","x627y451","Sla1","1","1"
"MKY0578","12","x1255y580","Sla1","1","1"
"MKY0578","12","x133y281","Sla1","1","1"
"MKY0578","12","x374y560","Sla1","1","1"
"MKY0578","12","x478y196","Sla1","1","1"
"MKY0578","12","x519y150","Sla1","1","1"
"MKY0578","13","x112y163","Sla1","1","1"
"MKY0578","13","x1188y324","Sla1","1","1"
"MKY0578","13","x1241y414","Sla1","1","1"
"MKY0578","14","x1145y206","Sla1","1","1"
"MKY0578","14","x151y847","Sla1","1","1"
"MKY0578","14","x204y302","Sla1","1","1"
"MKY0578","14","x524y743","Sla1","1","1"
"MKY0578","15","x118y106","Sla1","1","1"
"MKY0578","15","x273y703","Sla1","1","1"
"MKY0578","15","x494y641","Sla1","1","1"
"MKY0578","15","x580y654","Sla1","1","1"
"MKY0578","15","x703y702","Sla1","1","1"
"MKY3485","01","x1029y535","Las17","1","1"
"MKY3485","01","x1144y400","Las17","1","1"
"MKY3485","01","x245y711","Las17","1","1"
"MKY3485","01","x644y271","Las17","1","1"
"MKY3485","02","x104y766","Las17","1","1"
"MKY3485","02","x128y149","Las17","1","1"
"MKY3485","02","x711y677","Las17","1","1"
"MKY3485","02","x986y57","Las17","1","1"
"MKY3485","03","x1093y920","Las17","1","1"
"MKY3485","03","x1215y780","Las17","1","1"
"MKY3485","03","x158y580","Las17","1","1"
"MKY3485","03","x546y743","Las17","1","1"
"MKY3485","04","x1152y753","Las17","1","1"
"MKY3485","04","x1174y150","Las17","1","1"
"MKY3485","04","x199y241","Las17","1","1"
"MKY3485","04","x545y704","Las17","1","1"
"MKY3485","05","x195y860","Las17","1","1"
"MKY3485","05","x468y849","Las17","1","1"
"MKY3485","05","x69y439","Las17","1","1"
"MKY3485","05","x735y57","Las17","1","1"
"MKY3485","06","x1005y661","Las17","1","1"
"MKY3485","06","x490y318","Las17","1","1"
"MKY3485","06","x808y704","Las17","1","1"
"MKY3485","07","x1067y406","Las17","1","1"
"MKY3485","07","x324y850","Las17","1","1"
"MKY3485","07","x429y479","Las17","1","1"
"MKY3485","07","x649y34","Las17","1","1"
"MKY3485","07","x990y500","Las17","1","1"
"MKY3485","08","x1204y838","Las17","1","1"
"MKY3485","08","x1275y209","Las17","1","1"
"MKY3485","08","x726y912","Las17","1","1"
"MKY3485","08","x86y541","Las17","1","1"
"MKY3485","09","x1155y316","Las17","1","1"
"MKY3485","09","x1268y546","Las17","1","1"
"MKY3485","09","x236y921","Las17","1","1"
"MKY3485","10","x284y5","Las17","1","1"
"MKY3485","10","x750y765","Las17","0","1"
"MKY3485","10","x979y536","Las17","1","1"
"MKY3485","11","x221y717","Las17","1","1"
"MKY3485","11","x351y165","Las17","1","1"
"MKY3485","11","x425y446","Las17","1","1"
"MKY3485","11","x72y863","Las17","1","1"
"MKY3485","12","x518y181","Las17","1","1"
"MKY3485","12","x602y734","Las17","1","1"
"MKY3485","13","x1209y723","Las17","1","1"
"MKY3485","13","x60y825","Las17","1","1"
"MKY3485","14","x211y684","Las17","1","1"
"MKY3485","14","x224y745","Las17","1","1"
"MKY3485","14","x540y89","Las17","1","1"
"MKY3485","14","x794y945","Las17","1","1"
"MKY3485","15","x1092y176","Las17","1","1"
"MKY3485","15","x116y555","Las17","1","1"
"MKY3485","15","x1303y707","Las17","1","1"
"MKY3485","15","x356y245","Las17","1","1"
