20190917_MKY3454_01_RGB_BS_x384y187,1,1
20190917_MKY3454_01_RGB_BS_x562y798,1,1
20190917_MKY3454_01_RGB_BS_x618y695,0,1
20190917_MKY3454_01_RGB_BS_x806y635,1,1
20190917_MKY3454_01_RGB_BS_x851y534,1,1
20190917_MKY3454_02_RGB_BS_x120y456,1,1
20190917_MKY3454_02_RGB_BS_x238y135,0,1
20190917_MKY3454_02_RGB_BS_x591y60,1,1
20190917_MKY3454_02_RGB_BS_x964y542,0,1
20190917_MKY3454_03_RGB_BS_x114y451,1,1
20190917_MKY3454_03_RGB_BS_x1272y233,1,1
20190917_MKY3454_03_RGB_BS_x144y429,1,1
20190917_MKY3454_03_RGB_BS_x625y166,1,1
20190917_MKY3454_03_RGB_BS_x91y355,1,1
20190917_MKY3454_04_RGB_BS_x339y878,1,1
20190917_MKY3454_04_RGB_BS_x65y324,1,1
20190917_MKY3454_04_RGB_BS_x707y104,1,1
20190917_MKY3454_05_RGB_BS_x1097y655,1,1
20190917_MKY3454_05_RGB_BS_x1240y738,1,1
20190917_MKY3454_05_RGB_BS_x198y961,1,1
20190917_MKY3454_05_RGB_BS_x494y568,1,1
20190917_MKY3454_05_RGB_BS_x541y160,1,1
20190917_MKY3454_05_RGB_BS_x776y520,1,1
20190917_MKY3454_05_RGB_BS_x854y790,1,1
20190917_MKY3454_06_RGB_BS_x1191y850,1,1
20190917_MKY3454_06_RGB_BS_x1210y755,1,1
20190917_MKY3454_06_RGB_BS_x142y673,1,1
20190917_MKY3454_06_RGB_BS_x57y645,1,1
20190917_MKY3454_07_RGB_BS_x708y816,1,1
20190917_MKY3454_08_RGB_BS_x249y661,1,1
20190917_MKY3454_08_RGB_BS_x291y128,1,1
20190917_MKY3454_08_RGB_BS_x530y95,1,1
20190917_MKY3454_09_RGB_BS_x1243y408,1,1
20190917_MKY3454_09_RGB_BS_x728y810,1,1
20190917_MKY3454_09_RGB_BS_x854y189,1,1
20190917_MKY3454_10_RGB_BS_x1071y607,1,1
20190917_MKY3454_10_RGB_BS_x381y770,1,1
20190917_MKY3454_10_RGB_BS_x924y912,1,1
20190917_MKY3454_10_RGB_BS_x982y353,1,1
20190917_MKY3454_11_RGB_BS_x233y744,1,1
20190917_MKY3454_11_RGB_BS_x56y640,1,1
20190917_MKY3454_11_RGB_BS_x885y524,1,1
20190917_MKY3454_12_RGB_BS_x1090y410,1,1
20190917_MKY3454_12_RGB_BS_x480y496,1,1
20190917_MKY3454_12_RGB_BS_x496y222,1,1
20190917_MKY3454_12_RGB_BS_x626y381,1,1
20190917_MKY3454_12_RGB_BS_x892y864,1,1
20190917_MKY3454_13_RGB_BS_x1004y327,1,1
20190917_MKY3454_13_RGB_BS_x1008y728,1,1
20190917_MKY3454_13_RGB_BS_x1132y484,1,1
20190917_MKY3454_13_RGB_BS_x397y661,1,1
20190917_MKY3454_13_RGB_BS_x71y642,1,1
20190917_MKY3454_13_RGB_BS_x984y148,1,1
20190917_MKY3454_14_RGB_BS_x792y280,1,1
20190917_MKY3454_15_RGB_BS_x382y707,1,1
20190917_MKY3454_15_RGB_BS_x425y550,1,1
20190917_MKY3471_01_RGB_BS_x363y81,1,1
20190917_MKY3471_01_RGB_BS_x883y875,1,1
20190917_MKY3471_01_RGB_BS_x933y257,1,1
20190917_MKY3471_02_RGB_BS_x1088y152,1,1
20190917_MKY3471_02_RGB_BS_x644y198,1,1
20190917_MKY3471_03_RGB_BS_x1137y503,1,1
20190917_MKY3471_03_RGB_BS_x1286y411,1,1
20190917_MKY3471_03_RGB_BS_x15y595,1,1
20190917_MKY3471_03_RGB_BS_x872y897,1,1
20190917_MKY3471_03_RGB_BS_x887y243,1,1
20190917_MKY3471_04_RGB_BS_x1196y384,1,1
20190917_MKY3471_04_RGB_BS_x119y662,1,1
20190917_MKY3471_04_RGB_BS_x1226y521,1,1
20190917_MKY3471_04_RGB_BS_x1227y574,1,1
20190917_MKY3471_04_RGB_BS_x96y553,1,1
20190917_MKY3471_05_RGB_BS_x1011y628,1,1
20190917_MKY3471_05_RGB_BS_x1121y895,1,1
20190917_MKY3471_05_RGB_BS_x790y98,1,1
20190917_MKY3471_05_RGB_BS_x862y751,1,1
20190917_MKY3471_06_RGB_BS_x522y822,1,1
20190917_MKY3471_06_RGB_BS_x526y703,1,1
20190917_MKY3471_06_RGB_BS_x861y525,1,1
20190917_MKY3471_07_RGB_BS_x1114y237,1,1
20190917_MKY3471_07_RGB_BS_x272y655,1,1
20190917_MKY3471_07_RGB_BS_x86y446,1,1
20190917_MKY3471_08_RGB_BS_x357y372,1,1
20190917_MKY3471_08_RGB_BS_x407y655,1,1
20190917_MKY3471_08_RGB_BS_x450y367,1,1
20190917_MKY3471_08_RGB_BS_x879y834,1,1
20190917_MKY3471_08_RGB_BS_x924y587,1,1
20190917_MKY3471_09_RGB_BS_x0y21,1,1
20190917_MKY3471_09_RGB_BS_x109y812,1,1
20190917_MKY3471_09_RGB_BS_x1144y248,1,1
20190917_MKY3471_09_RGB_BS_x495y747,1,1
20190917_MKY3471_09_RGB_BS_x581y475,1,1
20190917_MKY3471_09_RGB_BS_x630y282,1,1
20190917_MKY3471_10_RGB_BS_x196y965,1,1
20190917_MKY3471_11_RGB_BS_x1219y755,1,1
20190917_MKY3471_11_RGB_BS_x580y439,1,1
20190917_MKY3471_11_RGB_BS_x711y779,1,1
20190917_MKY3471_11_RGB_BS_x96y792,1,1
20190917_MKY3471_12_RGB_BS_x1121y884,1,1
20190917_MKY3471_12_RGB_BS_x394y812,1,1
20190917_MKY3471_12_RGB_BS_x974y836,1,1
20190917_MKY3471_12_RGB_BS_x99y354,1,1
20190917_MKY3471_13_RGB_BS_x1117y664,1,1
20190917_MKY3471_13_RGB_BS_x40y538,0,1
20190917_MKY3471_13_RGB_BS_x760y858,1,1
20190917_MKY3471_14_RGB_BS_x365y534,1,1
20190917_MKY3471_14_RGB_BS_x399y721,1,1
20190917_MKY3471_14_RGB_BS_x826y525,1,1
20190917_MKY3471_14_RGB_BS_x891y200,0,1
20190917_MKY3471_14_RGB_BS_x95y382,1,1
20190917_MKY3471_15_RGB_BS_x574y106,1,1
20190917_MKY3471_15_RGB_BS_x705y444,1,1
20190917_MKY3471_15_RGB_BS_x75y93,1,1
20190917_MKY3472_01_RGB_BS_x109y189,1,1
20190917_MKY3472_01_RGB_BS_x1171y250,1,1
20190917_MKY3472_01_RGB_BS_x122y816,1,1
20190917_MKY3472_02_RGB_BS_x1013y459,1,1
20190917_MKY3472_02_RGB_BS_x1030y897,1,1
20190917_MKY3472_02_RGB_BS_x1207y518,1,1
20190917_MKY3472_02_RGB_BS_x267y116,1,1
20190917_MKY3472_03_RGB_BS_x133y809,1,1
20190917_MKY3472_03_RGB_BS_x744y321,1,1
20190917_MKY3472_03_RGB_BS_x838y949,1,1
20190917_MKY3472_04_RGB_BS_x1257y969,1,1
20190917_MKY3472_04_RGB_BS_x1274y750,1,1
20190917_MKY3472_04_RGB_BS_x177y66,1,1
20190917_MKY3472_04_RGB_BS_x980y818,1,1
20190917_MKY3472_05_RGB_BS_x1155y211,1,1
20190917_MKY3472_05_RGB_BS_x724y242,1,1
20190917_MKY3472_05_RGB_BS_x798y508,1,1
20190917_MKY3472_06_RGB_BS_x1046y338,1,1
20190917_MKY3472_06_RGB_BS_x1188y306,1,1
20190917_MKY3472_06_RGB_BS_x399y171,1,1
20190917_MKY3472_06_RGB_BS_x852y917,1,1
20190917_MKY3472_07_RGB_BS_x1047y805,1,1
20190917_MKY3472_07_RGB_BS_x1302y159,1,1
20190917_MKY3472_07_RGB_BS_x58y438,1,1
20190917_MKY3472_07_RGB_BS_x666y754,1,1
20190917_MKY3472_08_RGB_BS_x1002y301,1,1
20190917_MKY3472_08_RGB_BS_x1069y267,1,1
20190917_MKY3472_08_RGB_BS_x168y528,1,1
20190917_MKY3472_08_RGB_BS_x466y276,1,1
20190917_MKY3472_09_RGB_BS_x1003y171,1,1
20190917_MKY3472_09_RGB_BS_x1042y71,1,1
20190917_MKY3472_09_RGB_BS_x304y961,1,1
20190917_MKY3472_09_RGB_BS_x813y893,1,1
20190917_MKY3472_10_RGB_BS_x110y787,1,1
20190917_MKY3472_10_RGB_BS_x493y140,1,1
20190917_MKY3472_10_RGB_BS_x663y398,1,1
20190917_MKY3472_10_RGB_BS_x87y215,1,1
20190917_MKY3472_11_RGB_BS_x1093y692,1,1
20190917_MKY3472_11_RGB_BS_x1131y311,1,1
20190917_MKY3472_11_RGB_BS_x1246y973,1,1
20190917_MKY3472_11_RGB_BS_x137y654,1,1
20190917_MKY3472_11_RGB_BS_x344y770,1,1
20190917_MKY3472_11_RGB_BS_x816y206,1,1
20190917_MKY3472_11_RGB_BS_x880y574,1,1
20190917_MKY3472_12_RGB_BS_x1192y696,1,1
20190917_MKY3472_12_RGB_BS_x478y140,1,1
20190917_MKY3472_12_RGB_BS_x694y549,1,1
20190917_MKY3472_13_RGB_BS_x1092y273,1,1
20190917_MKY3472_13_RGB_BS_x1188y691,1,1
20190917_MKY3472_13_RGB_BS_x1242y587,1,1
20190917_MKY3472_13_RGB_BS_x227y454,1,1
20190917_MKY3472_13_RGB_BS_x276y879,1,1
20190917_MKY3472_13_RGB_BS_x446y254,1,1
20190917_MKY3472_13_RGB_BS_x983y311,1,1
20190917_MKY3472_14_RGB_BS_x1237y58,1,1
20190917_MKY3472_14_RGB_BS_x240y561,1,1
20190917_MKY3472_14_RGB_BS_x625y271,1,1
20190917_MKY3472_14_RGB_BS_x70y443,1,1
20190917_MKY3472_14_RGB_BS_x765y444,1,1
20190917_MKY3472_15_RGB_BS_x1005y226,1,1
20190917_MKY3472_15_RGB_BS_x1029y819,1,1
20190917_MKY3472_15_RGB_BS_x900y587,1,1
20190917_MKY3483_01_RGB_BS_x167y224,1,1
20190917_MKY3483_01_RGB_BS_x216y330,1,1
20190917_MKY3483_01_RGB_BS_x285y249,1,1
20190917_MKY3483_02_RGB_BS_x1132y209,1,1
20190917_MKY3483_02_RGB_BS_x121y736,1,1
20190917_MKY3483_02_RGB_BS_x347y305,1,1
20190917_MKY3483_02_RGB_BS_x810y772,1,1
20190917_MKY3483_02_RGB_BS_x813y153,1,1
20190917_MKY3483_02_RGB_BS_x935y922,1,1
20190917_MKY3483_02_RGB_BS_x949y826,1,1
20190917_MKY3483_03_RGB_BS_x576y273,1,1
20190917_MKY3483_03_RGB_BS_x57y644,1,1
20190917_MKY3483_03_RGB_BS_x757y740,1,1
20190917_MKY3483_03_RGB_BS_x847y731,1,1
20190917_MKY3483_03_RGB_BS_x97y380,1,1
20190917_MKY3483_04_RGB_BS_x1180y300,1,1
20190917_MKY3483_04_RGB_BS_x1304y491,1,1
20190917_MKY3483_04_RGB_BS_x370y208,1,1
20190917_MKY3483_04_RGB_BS_x486y75,1,1
20190917_MKY3483_05_RGB_BS_x1096y474,1,1
20190917_MKY3483_05_RGB_BS_x1236y289,1,1
20190917_MKY3483_05_RGB_BS_x668y264,1,1
20190917_MKY3483_05_RGB_BS_x905y535,1,1
20190917_MKY3483_06_RGB_BS_x1223y407,1,1
20190917_MKY3483_06_RGB_BS_x1288y168,1,1
20190917_MKY3483_06_RGB_BS_x33y691,1,1
20190917_MKY3483_06_RGB_BS_x564y319,1,1
20190917_MKY3483_06_RGB_BS_x819y381,1,1
20190917_MKY3483_07_RGB_BS_x1239y536,1,1
20190917_MKY3483_07_RGB_BS_x346y885,1,1
20190917_MKY3483_07_RGB_BS_x96y379,1,1
20190917_MKY3483_08_RGB_BS_x1112y222,1,1
20190917_MKY3483_08_RGB_BS_x1230y767,1,1
20190917_MKY3483_08_RGB_BS_x511y345,1,1
20190917_MKY3483_08_RGB_BS_x922y809,1,1
20190917_MKY3483_09_RGB_BS_x1275y418,1,1
20190917_MKY3483_09_RGB_BS_x722y950,1,1
20190917_MKY3483_09_RGB_BS_x827y457,1,1
20190917_MKY3483_09_RGB_BS_x891y262,1,1
20190917_MKY3483_10_RGB_BS_x1012y159,1,1
20190917_MKY3483_10_RGB_BS_x1216y640,1,1
20190917_MKY3483_11_RGB_BS_x1067y908,1,1
20190917_MKY3483_11_RGB_BS_x1091y486,1,1
20190917_MKY3483_11_RGB_BS_x224y527,1,1
20190917_MKY3483_11_RGB_BS_x290y586,1,1
20190917_MKY3483_11_RGB_BS_x305y703,1,1
20190917_MKY3483_11_RGB_BS_x918y429,1,1
20190917_MKY3483_12_RGB_BS_x1227y151,1,1
20190917_MKY3483_12_RGB_BS_x287y15,1,1
20190917_MKY3483_12_RGB_BS_x919y418,1,1
20190917_MKY3483_13_RGB_BS_x112y760,1,1
20190917_MKY3483_13_RGB_BS_x216y582,1,1
20190917_MKY3483_13_RGB_BS_x301y58,1,1
20190917_MKY3483_13_RGB_BS_x353y84,1,1
20190917_MKY3483_13_RGB_BS_x771y852,1,1
20190917_MKY3483_14_RGB_BS_x203y558,1,1
20190917_MKY3483_14_RGB_BS_x701y77,1,1
20190917_MKY3483_14_RGB_BS_x748y487,1,1
20190917_MKY3483_14_RGB_BS_x870y77,1,1
20190917_MKY3483_15_RGB_BS_x444y591,1,1
20190917_MKY3483_15_RGB_BS_x467y627,1,1
20190917_MKY3483_15_RGB_BS_x516y128,1,1
20190917_MKY3483_15_RGB_BS_x900y652,1,1
20190917_MKY3496_01_RGB_BS_x594y247,1,1
20190917_MKY3496_01_RGB_BS_x641y252,1,1
20190917_MKY3496_01_RGB_BS_x644y153,1,1
20190917_MKY3496_01_RGB_BS_x648y823,1,1
20190917_MKY3496_01_RGB_BS_x984y758,1,1
20190917_MKY3496_02_RGB_BS_x1099y490,1,1
20190917_MKY3496_02_RGB_BS_x1123y144,1,1
20190917_MKY3496_02_RGB_BS_x448y366,1,1
20190917_MKY3496_02_RGB_BS_x641y366,1,1
20190917_MKY3496_02_RGB_BS_x674y251,1,1
20190917_MKY3496_02_RGB_BS_x836y136,1,1
20190917_MKY3496_02_RGB_BS_x839y919,1,1
20190917_MKY3496_02_RGB_BS_x937y610,1,1
20190917_MKY3496_03_RGB_BS_x171y249,1,1
20190917_MKY3496_03_RGB_BS_x338y658,1,1
20190917_MKY3496_03_RGB_BS_x778y896,1,1
20190917_MKY3496_04_RGB_BS_x0y166,1,1
20190917_MKY3496_04_RGB_BS_x11y127,1,1
20190917_MKY3496_04_RGB_BS_x885y482,1,1
20190917_MKY3496_04_RGB_BS_x947y44,1,1
20190917_MKY3496_05_RGB_BS_x1073y839,1,1
20190917_MKY3496_05_RGB_BS_x1268y794,1,1
20190917_MKY3496_05_RGB_BS_x375y474,1,1
20190917_MKY3496_05_RGB_BS_x650y195,1,1
20190917_MKY3496_06_RGB_BS_x1119y847,1,1
20190917_MKY3496_06_RGB_BS_x111y76,1,1
20190917_MKY3496_06_RGB_BS_x140y188,1,1
20190917_MKY3496_07_RGB_BS_x1121y429,1,1
20190917_MKY3496_07_RGB_BS_x1278y535,1,1
20190917_MKY3496_07_RGB_BS_x412y666,1,1
20190917_MKY3496_07_RGB_BS_x977y381,1,1
20190917_MKY3496_08_RGB_BS_x134y210,1,1
20190917_MKY3496_08_RGB_BS_x221y402,1,1
20190917_MKY3496_08_RGB_BS_x232y911,1,1
20190917_MKY3496_08_RGB_BS_x267y501,1,1
20190917_MKY3496_08_RGB_BS_x33y381,1,1
20190917_MKY3496_08_RGB_BS_x548y618,1,1
20190917_MKY3496_09_RGB_BS_x191y945,1,1
20190917_MKY3496_09_RGB_BS_x438y796,1,1
20190917_MKY3496_09_RGB_BS_x491y924,0,1
20190917_MKY3496_09_RGB_BS_x903y579,1,1
20190917_MKY3496_10_RGB_BS_x1064y219,1,1
20190917_MKY3496_10_RGB_BS_x908y614,1,1
20190917_MKY3496_11_RGB_BS_x1031y933,1,1
20190917_MKY3496_11_RGB_BS_x446y29,1,1
20190917_MKY3496_11_RGB_BS_x96y350,1,1
20190917_MKY3496_11_RGB_BS_x999y595,1,1
20190917_MKY3496_12_RGB_BS_x1242y950,1,1
20190917_MKY3496_12_RGB_BS_x333y112,1,1
20190917_MKY3496_12_RGB_BS_x617y222,1,1
20190917_MKY3496_12_RGB_BS_x723y441,1,1
20190917_MKY3496_12_RGB_BS_x994y30,1,1
20190917_MKY3496_13_RGB_BS_x1050y615,1,1
20190917_MKY3496_13_RGB_BS_x222y749,1,1
20190917_MKY3496_13_RGB_BS_x318y870,1,1
20190917_MKY3496_13_RGB_BS_x335y957,1,1
20190917_MKY3496_13_RGB_BS_x401y116,1,1
20190917_MKY3496_14_RGB_BS_x1275y102,1,1
20190917_MKY3496_14_RGB_BS_x153y888,1,1
20190917_MKY3496_14_RGB_BS_x464y291,1,1
20190917_MKY3496_14_RGB_BS_x969y562,0,1
20190917_MKY3496_15_RGB_BS_x1111y852,1,1
20190917_MKY3496_15_RGB_BS_x1165y174,1,1
20190917_MKY3496_15_RGB_BS_x1271y664,1,1
20190917_MKY3496_15_RGB_BS_x194y478,1,1
20190917_MKY3496_15_RGB_BS_x45y601,1,1
20190917_MKY3496_15_RGB_BS_x528y730,1,1
20190917_MKY3496_15_RGB_BS_x719y809,1,1
20190920_MKY0578_01_RGB_BS_x1121y312,1,1
20190920_MKY0578_01_RGB_BS_x1166y362,1,1
20190920_MKY0578_01_RGB_BS_x461y659,0,1
20190920_MKY0578_01_RGB_BS_x785y111,1,1
20190920_MKY0578_02_RGB_BS_x116y76,0,1
20190920_MKY0578_02_RGB_BS_x651y984,1,1
20190920_MKY0578_03_RGB_BS_x1011y318,1,1
20190920_MKY0578_03_RGB_BS_x1036y18,1,1
20190920_MKY0578_03_RGB_BS_x268y763,1,1
20190920_MKY0578_03_RGB_BS_x425y970,1,1
